Year,Title,Duration,URL,Description
2018,Diamond Mountains: Travel and Nostalgia in Korean Art,"February 7–May 20, 2018",https://www.metmuseum.org/exhibitions/listings/2018/diamond-mountains,"The Diamond Mountains—perhaps the most famous and emotionally resonant site on the Korean peninsula—is the theme of this international loan exhibition. Though the region has inspired cultural pride since ancient times, its location in what is today North Korea has kept it largely inaccessible in modern times. Featuring nearly thirty works—from delicately painted scrolls and screens to monumental modern and contemporary art—the exhibition presents the visual imagery of this iconic site from the eighteenth century to the present. Among the highlights is a designated Treasure from the National Museum of Korea: an album by Jeong Seon (1676–1759), who revolutionized Korean painting. Most of the objects on view have never before been displayed in the United States. The exhibition is part of a celebration marking the twentieth anniversary of the establishment of The Met's Arts of Korea Gallery. The exhibition's opening month also coincides with South Korea's hosting of the Winter Olympics Games in Pyeongchang. Featured Media Sunday at The Met Sargent and Diamond Mountains ""A melancholy beauty of a show . . . flabbergasting loans"" — New York Times The exhibition is made possible by The Met's collaboration with the Ministry of Culture, Sports and Tourism of the Republic of Korea (MCST) and the National Museum of Korea (NMK). Support for the publication is provided by MCST and The Kun-Hee Lee Fund for Korean Art. Related Content Read an interview on Now at The Met : "" Diamond Mountains : A Conversation with Curator Soyoung Lee ."" In this blog post , Curator Soyoung Lee highlights two contemporary paintings on view in this exhibition by Shin Jangshik, whose panoramic painting of the mountains served as a backdrop at the recent Korean leaders summit."
2018,Thomas Cole's Journey: Atlantic Crossings,"January 30–May 13, 2018",https://www.metmuseum.org/exhibitions/listings/2018/thomas-cole,"Celebrated as one of America's preeminent landscape painters, Thomas Cole (1801–1848) was born in northern England at the start of the Industrial Revolution, immigrated to the United States in his youth, and traveled extensively throughout England and Italy as a young artist. He returned to America to create some of his most ambitious works and inspire a new generation of American painters. This exhibition examines for the first time the artist's career in relation to his European roots and travels, establishing Cole as a major figure in nineteenth-century landscape art within a global context. Thomas Cole's Journey marks the two-hundredth anniversary of Cole's first Atlantic crossing, when he emigrated from England to the United States in 1818, and examines in depth Cole's return journey to England in 1829–31 and his travels in Italy in 1831–32, revealing the development of his artistic processes. Seminal works created by the artist in the years immediately after his return to New York, between 1832 and 1837—notably The Oxbow and The Course of Empire —are presented as a culminating creative response to his complex experiences of British art and society and of Italian history and landscape. In addition, Cole's abiding passion for the American wilderness resulted in his fervent visual warning in these paintings to his fellow American citizens of the harsh ecological cost of unchecked development of the land. This exhibition brings to prominence the dialogue between American and European artists in the mid-nineteenth century by hanging Cole's work in direct juxtaposition with works he studied on his formative journey, including paintings by J. M. W. Turner and John Constable, among others. It concludes with an examination of Cole's extraordinary legacy in the work of the next generation of American landscape painters whom he personally mentored, notably Asher B. Durand and Frederic E. Church. #ThomasCole Accompanied by a catalogue . Featured Media ""Gorgeous, politically right for right now, and a lesson in the mutability of art history."" — New York Times ""Perfect exhibition"" — Financial Times "" A new way of thinking about the global history of American art . . . "" — Brooklyn Rail ""Exceptional"" — Observer ""Ambitious"" — New Criterion ""Deeply absorbing"" — Wall Street Journal The exhibition is made possible by The Peter Jay Sharp Foundation. Additional support is provided by the Henry Luce Foundation, White & Case LLP, the Terra Foundation for American Art, and The Mr. and Mrs. Raymond J. Horowitz Foundation for the Arts. It is supported by an Indemnity from the Federal Council on the Arts and the Humanities. It is organized by The Metropolitan Museum of Art, New York, and The National Gallery, London. The catalogue is made possible by the William Cullen Bryant Fellows of The Metropolitan Museum of Art. Read More on The Met Blogs This exhibition blog series discusses Thomas Cole, his vast influence, and the exhibition at The Met."
2018,Portable Storage: Tribal Weavings from the Collection of William and Inger Ginsberg,"September 25, 2017–May 7, 2018",https://www.metmuseum.org/exhibitions/listings/2017/portable-storage,"Woven bags carried by nomads in the Middle East were designed to contain all of the necessities of life, from bedding to salt. This exhibition highlights 19 distinctly patterned examples of woven bags from nomadic cultures in Iran, Turkey, and the Caucasus, along with one striking pile-woven saddle cover. Featuring geometric patterns as well as stylized floral and animal motifs, these textiles are both utilitarian and expressive of a highly sophisticated tribal aesthetic. The 2015 gift of these brightly colored works greatly expands the Museum's holdings of tribal weavings from the region and lends insight into a way of life practiced in the Middle East for hundreds of years. The exhibition also includes an Islamic painting from the Museum's collection that illustrates bags and trappings in use in traditional society. The exhibition is made possible by The Hagop Kevorkian Fund."
2018,Selections from the Department of Drawings and Prints: Portraits and States,"February 6–April 30, 2018",https://www.metmuseum.org/exhibitions/listings/2018/drawings-and-prints-february-rotation,"The Department of Drawings and Prints boasts more than one million drawings, prints, and illustrated books made in Europe and the Americas from around 1400 to the present day. Because of their number and sensitivity to light, the works can only be exhibited for a limited period and are usually housed in on-site storage facilities. To highlight the vast range of works on paper, the department organizes four rotations a year in the Robert Wood Johnson, Jr. Gallery. Each installation is the product of a collaboration among curators and consists of up to 100 objects grouped by artist, technique, style, period, or subject. This installation features a selection of drawings that present diverse approaches to draftsmanship and design in Italy from the late sixteenth to the early eighteenth century, including head studies and portraits observed from life; a recently acquired landscape drawing by Danish artist Vilhelm Hammershøi (1864–1916) alongside other late nineteenth-century representations of trees from The Met collection; a series of portraits by French artist Alphonse Legros (1837–1911); state proofs of GERYON (1957) by American artist Bruce Conner (1933–2008); Pop prints by British artists, including Richard Hamilton (1922–2011) and David Hockney (born 1937); and a selection of baseball cards from the Jefferson R. Burdick Collection . Related Content Read an assortment of blog posts that discuss works from the exhibitions and permanent collection of the Department of Drawings and Prints."
2018,Birds of a Feather: Joseph Cornell's Homage to Juan Gris,"January 23–April 15, 2018",https://www.metmuseum.org/exhibitions/listings/2018/birds-of-a-feather,"On October 22, 1953, Joseph Cornell wrote at the top of a page in his diary: ""Juan Gris / Janis Yesterday."" The annotation referred to the previous day's outing, when, on one of his frequent trips to the gallery district in midtown Manhattan, Cornell visited the Sidney Janis Gallery on East 57th Street. Among a presentation of approximately 30 works by modern artists, one alone captivated Cornell—Juan Gris's celebrated collage The Man at the Café (1914), which is now a promised gift to the Museum as part of the Leonard A. Lauder Cubist Collection. This shadowy profile of a fedora-topped man immediately inspired Cornell to begin a new series: some 18 boxes, two collages, and one sand tray created in homage to Juan Gris, whom he called a ""warm fraternal spirit."" Completed over a period of 15 years, Cornell's series of Gris shadow boxes is more extensive in number than any other that the artist openly dedicated to one of his admired luminaries of stage, screen, literature, or the visual arts. The main protagonist of Cornell's Juan Gris series is a bird—the great, white-crested cockatoo—specifically, an image taken from a 19th-century print of the species that Cornell repeatedly used in photostats, silhouettes, and hollow cuts of the bird's form to explore the fascinating shadows that Gris produced in his own practice. At The Met, the exhibition Birds of a Feather: Joseph Cornell's Homage to Juan Gris reunites for the first time nearly a dozen boxes from Cornell's Gris series together with the Cubist masterpiece, The Man at the Café . Birds of a Feather: Joseph Cornell's Homage to Juan Gris inaugurates a series of dossier exhibitions under the auspices of the Leonard A. Lauder Research Center for Modern Art at The Metropolitan Museum of Art. Featured Media The exhibition is made possible by the Eugene V. and Clare E. Thaw Charitable Trust. The catalogue is made possible by the Leonard A. Lauder Research Center for Modern Art."
2018,Provocations: Anselm Kiefer at The Met Breuer,"December 13, 2017–April 8, 2018",https://www.metmuseum.org/exhibitions/listings/2017/anselm-kiefer,"Throughout his nearly fifty-year career, the German artist Anselm Kiefer (born 1945) has never been afraid to wrestle with the past. In 1969, toward the end of his studies at the State Academy of Fine Arts in Karlsruhe, he photographed himself in his father's Wehrmacht uniform, posing before historic monuments and Romantic seascapes in Europe with his arm extended in an illegal Nazi salute. Six years later, the artist selected eighteen of these images for a photo-essay titled ""Occupations,"" which met with widespread public outcry. Indeed, while Kiefer's artistic provocation ran counter to the intense process of postwar denazification, which included the destruction of offensive monuments and other symbols of Germany's infamous history, it was also a threat to a kind of collective amnesia that had overtaken West Germany in the 1960s and 1970s. In his continuing effort to disinter the past, in the 1980s Kiefer began to reuse old photographs for new projects and also extend his artistic means. He added new materials, such as earth, lead, and hay, and approached his works in near-alchemical ways. He also turned to monumental themes (including architecture, cosmology, and mysticism) to further ponder time and existence. While his ambition still grows in scale—today, his projects take over his nearly 400,000-square-foot studio outside Paris—his art, particularly in its worked and layered surfaces weathered by time and nature, remains a visceral and poetic consideration of the past as a means to understand our collective present and, by implication, our future. The works presented here, drawn from The Met collection, also offer us an opportunity to reflect on our own nation and the conflicted history we struggle to readdress today. The exhibition is made possible by Maria-Gaetana Matisse."
2018,Quicksilver Brilliance: Adolf de Meyer Photographs,"December 4, 2017–April 8, 2018",https://www.metmuseum.org/exhibitions/listings/2017/quicksilver-brilliance,"A member of the ""international set"" in fin-de-siècle Europe, Baron Adolf de Meyer (1868–1946) was also a pioneering photographer, known for creating works that transformed reality into a beautiful fantasy. Quicksilver Brilliance is the first museum exhibition devoted to the artist in more than twenty years and the first ever at The Met. Some forty works, drawn entirely from The Met collection, demonstrate the impressive breadth of his career. The exhibition includes dazzling portraits of well-known figures of his time: the American socialite Rita de Acosta Lydig; art patron and designer Count Étienne de Beaumont; aristocrat and society hostess Lady Ottoline Morrell; and celebrated entertainer Josephine Baker, among others. A highlight of the presentation is an exceptional book—one of only seven known copies—documenting Nijinsky's scandalous 1912 ballet L'Après-midi d'un faune . This rare album represents de Meyer's great success in capturing the movement and choreography of dance, a breakthrough in the history of photography. Also on view are the artist's early snapshots made in Japan, experiments with color processes, and inventive fashion photographs. Related Content In this Now at The Met blog post , exhibition curator Beth Saunders explores two of Adolf de Meyer's great muses: the arts and culture of Japan, and his wife, Olga."
2018,The Silver Caesars: A Renaissance Mystery,"December 12, 2017–March 12, 2018",https://www.metmuseum.org/exhibitions/listings/2017/silver-caesars,"This exhibition is dedicated to the extraordinary set of twelve silver-gilt standing cups known collectively as the Aldobrandini Tazze. The tazze are reunited and displayed together for the first time since the mid-nineteenth century, when the objects were disassembled and dispersed, their constituent parts misidentified and mismatched. The exhibition thus provides visitors with a rare opportunity to appreciate one of the finest and most enigmatic monuments of sixteenth-century goldsmiths' work. Properly reassembled, the tazze bring to life the history of the first twelve Caesars, as recounted by the Roman historian Suetonius. Each stands over a foot high and is composed of a shallow footed dish surmounted by the figure of one of the Caesars; four scenes from Suetonius's Life of the relevant ruler appear intricately wrought upon the concave interior of each dish. The Silver Caesars highlights the elegance and erudition of the tazze, presenting them together with a small selection of relevant works in silver as well as in other media—including both ancient and Renaissance coins and medals, and Renaissance prints, books, and paintings. The exhibition also addresses the set's later history by presenting eighteenth- and nineteenth-century works that the tazze inspired. In addition to offering new insights into the tazze and their history, the exhibition also explores the set's famously mysterious reputation—engaging the visitor in tracing clues that may lead to a better understanding of this Renaissance masterpiece. Featured Media The Life of Nero The Life of Vitellius ""Tremendous"" — Vulture ""Dazzling … One cannot but marvel"" — Wall Street Journal ""Breathtakingly luxurious"" — The Florentine ""A magnificent spectacle"" ""Rigorously installed"" ""Featuring meticulous research …"" — Il Manifesto ""Met's team pieces together [the tazze's] elusive backstory"" — The Art Newspaper ""Now, more than four centuries after the Silver Caesars were created, and following years of painstaking research … the emperors have been reunited"" — The Times of London ""An exquisite assembly … This is the Renaissance crawling into the guise of ancient Rome in decorative works that lift to bliss."" — New York The exhibition is made possible by The Schroder Foundation, Selim K. Zilkha, the Anna-Maria and Stephen Kellen Foundation, Nina von Maltzahn, and an anonymous donor. The publication is made possible by The Andrew W. Mellon Foundation. Related Content Read ""Decoding the Silver Caesars,"" a Now at The Met interview with Cambridge classicist Mary Beard and Assistant Research Curator Julia Siemon, in two parts. Part One takes us on a walk through the exhibition. Part Two explores the hidden connections between the silver images and an ancient Latin text."
2018,David Hockney,"November 27, 2017–February 25, 2018",https://www.metmuseum.org/exhibitions/listings/2017/david-hockney,"For nearly 60 years, David Hockney (British, born 1937) has pursued a singular career with a love for painting and its intrinsic challenges. This major retrospective—the exhibition's only North American venue—honors the artist in his 80th year by presenting his most iconic works and key moments of his career from 1960 to the present. Working in a wide range of media with equal measures of wit and intelligence, Hockney has examined, probed, and questioned how to capture the perceived world of movement, space, and time in two dimensions. The exhibition offers a grand overview of the artist's achievements across all media, including painting, drawing, photography, and video. From his early experiments with modernist abstraction and mid-career experiments with illusion and realism, to his most recent, jewel-toned landscapes, Hockney has consistently explored the nature of perception and representation with both intellectual rigor and sheer delight in the act of looking. #Hockney Featured Media The Animals: Love Letters Between Christopher Isherwood and Don Bachardy Mickalene Thomas on David Hockney | Artists on Artworks ""Ravishing . . . a revelation"" — New Yorker ""Delightful, absorbing exhibition"" — New York Times ""One of the delights of the season"" — Washington Post The exhibition is made possible in part by The Horace W. Goldsmith Foundation, The Jay Pritzker Foundation, the Jane and Robert Carroll Fund, and the Aaron I. Fleischman and Lin Lougheed Fund. It is supported by an Indemnity from the Federal Council on the Arts and the Humanities. It is organized collaboratively by Tate Britain, London; the Centre Pompidou, Paris; and The Metropolitan Museum of Art, New York."
2018,"Range: Experiments in New York, 1961–2007","August 18, 2017–February 25, 2018",https://www.metmuseum.org/exhibitions/listings/2017/range-experiments-in-new-york,"This installation borrows its title from a series of drawings by Donald Moffett (born San Antonio, 1955) rendered in fudge on paper pierced with a bullet shot by his friend, Robert Beck (born Towson, Maryland, 1959). As a young artist who arrived in New York in the late 1970s, Moffett was inspired by more-established colleagues, including Alice Aycock, Lynda Benglis, and Elizabeth Murray, whose post-Minimalist work resonated with what he calls his ""fractured formalist impulses."" Taking this intergenerational artistic milieu as its point of departure, this exhibition brings together works by artists whose output subverts a rigorous formalism through references to subjectivity, narrative, and process. "
2018,Michelangelo: Divine Draftsman and Designer,"November 13, 2017–February 12, 2018",https://www.metmuseum.org/exhibitions/listings/2017/michelangelo,"Michelangelo Buonarroti (1475–1564), a towering genius in the history of Western art, is the subject of this once-in-a-lifetime exhibition. During his long life, Michelangelo was celebrated for the excellence of his disegno , the power of drawing and invention that provided the foundation for all the arts. For his mastery of drawing, design, sculpture, painting, and architecture, he was called Il Divino (""the divine one"") by his contemporaries. His powerful imagery and dazzling technical virtuosity transported viewers and imbued all of his works with a staggering force that continues to enthrall us today. This exhibition presents a stunning range and number of works by the artist: 133 of his drawings, three of his marble sculptures, his earliest painting, his wood architectural model for a chapel vault, as well as a substantial body of complementary works by other artists for comparison and context. Among the extraordinary international loans are the complete series of masterpiece drawings he created for his friend Tommaso de' Cavalieri and a monumental cartoon for his last fresco in the Vatican Palace. Selected from 50 public and private collections in the United States and Europe, the exhibition examines Michelangelo's rich legacy as a supreme draftsman and designer. #MetMichelangelo Accompanied by a catalogue by the organizing curator of the exhibition, Carmen C. Bambach—an authoritative volume that examines the Renaissance master as ""the divine draftsman and designer"" whose work, according to Giorgio Vasari, embodied the unity of the arts. Featured Media ""The must-see show of the season … an art historical tour de force"" — New York Times ""A stupendous metaphysical-visual exhalation … Just go."" — New York Magazine ""A magnificent show"" — New Yorker ""This is the show of the year."" — Observer ""Contains more masterpieces-per-foot than we might ever see in New York again"" — WNYC ""Monumental"" — Village Voice ""Brilliantly curated by Carmen Bambach ... this is likely the finest show on the artist any of us will ever see."" — New York Review of Books The exhibition is made possible by Additional support is provided by an anonymous donor, the Gail and Parker Gilbert Fund, the Diane W. and James E. Burke Fund, Dinah Seiver and Thomas E. Foster, Cathrin M. Stickney and Mark P. Gorenberg, Ann M. Spruill and Daniel H. Cantwell, and the Mark Pigott KBE Family. It is supported by an Indemnity from the Federal Council on the Arts and the Humanities. The catalogue is made possible by the Drue E. Heinz Fund. Additional support is provided by the Wolfgang Ratjen Stiftung, Liechtenstein. Related Content On Now at The Met , exhibition curator Carmen C. Bambach highlights two of the works on view and discusses Michelangelo's hands-on approach to selecting the marble used in his sculptures. In this interview , Publishing and Marketing Assistant Rachel High speaks with Carmen C. Bambach about the exhibition catalogue, the power of Michelangelo's drawings, and the artist's savvy shaping of his own history. Research Assistant Jeffrey Fraiman sits down with scholar James M. Saslow for a Now at The Met interview to discuss Michelangelo's practice as a poet, the meaning of his gift drawings, and the study of the artist's homoeroticism since his death in 1564. Associate Curator Femke Speelberg recounts the interesting tale of a painting based on a cartoon by Michelangelo (the latter of which is featured in this exhibition) that was almost given away by raffle in 1735."
2018,Selections from the Department of Drawings and Prints: Lagoons to Monsoons,"November 21, 2017–February 5, 2018",https://www.metmuseum.org/exhibitions/listings/2017/drawings-and-prints-november-rotation,"The Department of Drawings and Prints boasts more than one million drawings, prints, and illustrated books made in Europe and the Americas from around 1400 to the present day. Because of their number and sensitivity to light, the works can only be exhibited for a limited period and are usually housed in on-site storage facilities. To highlight the vast range of works on paper, the department organizes four rotations a year in the Robert Wood Johnson, Jr. Gallery. Each installation is the product of a collaboration among curators and consists of up to 100 objects grouped by artist, technique, style, period, or subject. This installation features a selection of prints illustrating the lavish festivities and ceremonies celebrated in Venice, a city that always been intimately tied to the sea; portraits of artists by Spaniards, including Francisco Goya (1746–1828) and Pablo Picasso (1881–1973), which reveal the great variety of ways these artists approached their sitters; a focused look at canceled printing plates; a group of poetic British landscape drawings and watercolors selected to elucidate a new acquisition, Sabrina , by Samuel Palmer (1805–1881); British and American watercolors and color woodcuts focused on dramatic skies by John Constable (1776–1837), David Cox (1783–1859), and Arthur Wesley Dow (1857–1922); drawings made by British artists who worked in India during the East India Company period (before 1874); and works by contemporary artists that deal with the environment, both natural and man-made, often in the face of rapidly shifting conditions. Related Content In this Now at The Met blog post , Associate Curator Jennifer Farrell highlights a selection of works on view in this installation that show artists using various techniques and materials to depict ways in which our environment is under assault. Read an assortment of blog posts that discuss works from the exhibitions and permanent collection of the Department of Drawings and Prints."
2018,Edvard Munch: Between the Clock and the Bed,"November 15, 2017–February 4, 2018",https://www.metmuseum.org/exhibitions/listings/2017/edvard-munch,"Norwegian artist Edvard Munch (1863–1944) attained fame early in his career for his depictions of human anxiety. Throughout his career, Munch regularly revisited subjects from his earlier years, exploring them with renewed inspiration and intensity over time. Self-Portrait: Between the Clock and the Bed (1940–43) was one of his final such works and it serves as a lens to reassess Munch's oeuvre. This exhibition features 43 of the artist's landmark compositions created over a span of six decades, including 16 self-portraits and works that have never before been seen in the United States. More than half of the works on view were part of Munch's personal collection and remained with him throughout his life. #MetMunch Featured Media ""An illuminating exhibition that . . . teases out a fresh set of considerations regarding [Munch's] vision."" — New Criterion The exhibition is made possible by Leonard A. Lauder. It is supported by an Indemnity from the Federal Council on the Arts and the Humanities. It is organized by The Metropolitan Museum of Art, New York; the San Francisco Museum of Modern Art; and The Munch Museum, Oslo. The catalogue is made possible by The Andrew W. Mellon Foundation."
2018,Rodin at The Met,"September 16, 2017–February 4, 2018",https://www.metmuseum.org/exhibitions/listings/2017/rodin,"On the centenary of the death of Auguste Rodin (1840–1917), The Metropolitan Museum of Art celebrates its historic collection of the artist's work. Nearly 50 marbles, bronzes, plasters, and terracottas by Rodin, representing more than a century of acquisitions and gifts to the Museum, are displayed in the newly installed and refurbished B. Gerald Cantor Sculpture Gallery (gallery 800). The exhibition features iconic sculptures such as The Thinker and The Hand of God , as well as masterpieces such as The Tempest that have not been on view in decades. Paintings from The Met collection by some of Rodin's most admired contemporaries, including his friends Claude Monet (1840–1926) and Pierre Puvis de Chavannes (1824–1898), are presented in dialogue with the sculptures on display. The extraordinary range of The Met's holdings of Rodin's work is highlighted in an adjacent gallery (gallery 809) with a selection of drawings, prints, letters, and illustrated books, as well as photographs of the master sculptor and his art. This focused presentation introduces visitors to the evolution of Rodin's draftsmanship and demonstrates the essential role of drawing in his practice. It also addresses Rodin's engagement with photographers, especially Edward Steichen (1879–1973), who served as a key intermediary in bringing Rodin's drawings to New York. #RodinatTheMet Featured Media The exhibition is made possible by the Iris & B. Gerald Cantor Foundation. Now at The Met Read a blog series on Auguste Rodin at Now at The Met . Heilbrunn Timeline of Art History Read an essay on Auguste Rodin on the Heilbrunn Timeline of Art History."
2018,Japanese Bamboo Art: The Abbey Collection,"June 13, 2017–February 4, 2018",https://www.metmuseum.org/exhibitions/listings/2017/japanese-bamboo-art,"Featuring works of Japanese bamboo art dating from the late 19th century to the present—the period when basketry in Japan became recognized as an art form that transcends ""craft""—this loan exhibition showcases more than 80 bamboo baskets and sculptures created by accomplished artists, including all six masters who have received the designation ""Living National Treasure."" Highlighting key stages in the modern history of Japanese bamboo art, the exhibition is drawn from the Abbey Collection, one of the finest private collections of Japanese baskets and bamboo sculpture; most of the works have never before been presented in public. More than 70 of these remarkable objects—promised gifts to The Met from long-time New York residents Diane and Arthur Abbey—will become part of the Museum's collection, bringing added depth to its already incomparable holdings in Asian art and allowing the Museum to tell the modern history of Japanese basketry from the 1880s through the present. Complementing the bamboo works from the Abbey Collection is a lavish selection of hanging scroll and screen paintings and decorative arts, all from The Met's holdings, that explores the bamboo motif along with related themes such as ikebana (flower arranging) and the tea ceremony. #MetBamboo Featured Media ""... a feat of orchestration"" — New York Times The exhibition and accompanying Bulletin are made possible by Diane and Arthur Abbey. Ikebana arrangements were created by the Ikebana International New York Chapter. Special thanks to Judith S. Hata and Hazue Tamura-Rogers from the Sogetsu School, and Beverly Hashimoto from the Ohara School."
2018,Sol LeWitt:Wall Drawing #370,"June 30, 2014–January 28, 2018",https://www.metmuseum.org/exhibitions/listings/2014/sol-lewitt,"Sol LeWitt (American, 1928–2007) executed drawings by hand throughout his life; in 1968 he extricated his work from the confines of the frame and transferred it directly to the wall. The wall compositions were designed for limited duration and maximum flexibility within a broad range of architectural settings. Initially executed by drafters, these works in their finished state were most often slated for destruction. A seminal practitioner of Conceptual Art, LeWitt emphasized the creative idea that generates a work of art, as opposed to the work's material existence. ""For each work of art that becomes physical,"" he wrote, ""there are many variations that do not."" Sol LeWitt's 1982 Wall Drawing #370: Ten Geometric Figures (including right triangle, cross, X, diamond) with three-inch parallel bands of lines in two directions was installed at the Museum over a period of four weeks. The drawing will be on view in its complete state through January 28, 2018, when it will be painted over. The loan of Wall Drawing #370 is courtesy of The Estate of Sol LeWitt. The installation is made possible by The Modern Circle."
2018,"Delirious: Art at the Limits of Reason, 1950–1980","September 13, 2017–January 14, 2018",https://www.metmuseum.org/exhibitions/listings/2017/delirious,"Delirious times demand delirious art, or so this exhibition proposes. The years between 1950 and 1980 were beset by upheaval. Around the globe, military conflict proliferated and social and political unrest flared. Disenchantment with an oppressive rationalism mounted, as did a corollary interest in fantastic, hallucinatory experiences. Artists responded to these developments by incorporating absurdity, disorder, nonsense, disorientation, and repetition into their work. In the process, they destabilize space and perception, give form to extreme mental, emotional, and physical states, and derange otherwise logical structures and techniques. Delirious explores the embrace of irrationality among American, Latin American, and European artists. Divided into four sections—Vertigo, Excess, Nonsense, and Twisted—this exhibition showcases roughly 100 works of art by 62 artists, including Antonio Berni, Dara Birnbaum, Tony Conrad, Hanne Darboven, Dean Fleming, Nancy Grossman, Philip Guston, Eva Hesse, Alfred Jensen, Yayoi Kusama, Sol LeWitt, Darcílio Lima, Lee Lozano, Anna Maria Maiolino, Ana Mendieta, Bruce Nauman, Jim Nutt, Hélio Oiticica, Claes Oldenburg, Abraham Palatnik, Howardena Pindell, Peter Saul, Mira Schendel, Carolee Schneemann, Paul Sharits, Robert Smithson, Nancy Spero, Paul Thek, and Stan VanDerBeek. About a third of the exhibition is drawn from The Met collection. Linked by a common distrust of reason, the featured works alternately simulate and stimulate delirium, straining the limits of both legibility and intelligibility. Ultimately, the exhibition asks if it is possible to understand a good deal of postwar art, even seemingly rational art, as an exercise in calculated lunacy. #DeliriousMet #MetBreuer Featured Media Conversation on Delirious Art and Times ""Restless, daring show ... a nervy multimedia survey of postwar art."" — New York Times The catalogue is made possible by the Antoinette Kraushaar Fund and Marsha and Jeffrey Perelman. Now at The Met In this Now at The Met interview , Publishing and Marketing assistant Rachel High discusses forms of delirium in art with exhibition curator Kelly Baum."
2018,World War I and the Visual Arts,"July 31, 2017–January 7, 2018",https://www.metmuseum.org/exhibitions/listings/2017/world-war-i,"Organized to commemorate the anniversary of World War I, this exhibition focuses on the impact of the war on the visual arts. Moving chronologically from its outbreak to the decade after the armistice, World War I and the Visual Arts highlights the diverse ways artists represented the horrors of modern warfare. The works on view reflect a variety of responses, ranging from nationalist enthusiasm to a more somber reflection on the carnage and mass devastation that resulted. The exhibition, drawn mainly from the collection of The Met and supplemented with select loans, includes prints, drawings, photographs, illustrated books, posters, periodicals, World War I trading cards from the Museum's celebrated Burdick Collection , and other documentary material. This exhibition reveals how artists—including Otto Dix, C.R.W. Nevinson, George Grosz, Käthe Kollwitz, Fernand Léger, Gino Severini, and Edward Steichen—reflected a myriad of styles, approaches, ideologies, and mediums in response to the war and how it influenced modern art. Featured Media World War I and Contemporary Art The exhibition is made possible by The Schiff Foundation. Education programs are made possible by the General Delegation of the Government of Flanders to the USA. The Met's quarterly Bulletin program is supported in part by the Lila Acheson Wallace Fund for The Metropolitan Museum of Art, established by the cofounder of Reader's Digest . Related Content Explore the artists, themes, and works on view in the exhibition in this Now at The Met blog series written by exhibition curator Jennifer Farrell and guest authors. Learn about the role of Bashford Dean—a former curator in The Met's Department of Arms and Armor—in the development of helmets and body armor during World War I in this Heilbrunn Timeline of Art History essay and Now at The Met blog series ."
2018,Christmas Tree and Neapolitan Baroque Crèche,"November 21, 2017–January 7, 2018",https://www.metmuseum.org/exhibitions/listings/2017/christmas-tree,"The Met continues a longstanding holiday tradition with the presentation of its Christmas tree, a favorite of both New Yorkers and visitors from around the world. The magnificently lit, twenty-foot blue spruce looms over a vivid eighteenth-century Neapolitan Nativity scene, enshrined in an abundant array of lifelike figures with silk-robed angels hovering above. The scene describes in detail the Mediterranean harbor town's multicultural society. The installation is set in front of the eighteenth-century Spanish choir screen from the Cathedral of Valladolid in the Museum's Medieval Sculpture Hall. Recorded Christmas music adds to the enjoyment of the holiday display. Please note: There are no tree-lighting ceremonies scheduled this year due to the European Paintings Skylights Project . However, seasonal music will continue to be played in the gallery throughout the installation. #MetChristmasTree The exhibit of the crèche is made possible by gifts to The Christmas Tree Fund and the Loretta Hines Howard Fund. Celebrating the Holidays at The Met: Five Things to Know Before your visit, learn more about our beloved Christmas tree presentation and the other festive installations on view this season in this Now at The Met article ."
2018,Leonardo to Matisse: Master Drawings from the Robert Lehman Collection,"October 4, 2017–January 7, 2018",https://www.metmuseum.org/exhibitions/listings/2017/leonardo-to-matisse,"This exhibition traces the development of European drawing from the Renaissance to the early 20th century through works by celebrated masters such as Leonardo da Vinci, Dürer, Rembrandt, Tiepolo, Ingres, Seurat, and Matisse. Approximately 60 drawings from the Museum's acclaimed Robert Lehman Collection present a dynamic array of styles, techniques, and genres—from panoramic landscapes and compositional studies for mythological and biblical narratives to arresting studies of the human form. The selection illustrates different facets of the artists' creative processes—from Leonardo's keen anatomical observation in his Study of a Bear , to Dürer's awakening self-consciousness as an artist in his Self-Portrait study, to Rembrandt's reinterpretation of Leonardo's painted masterpiece, The Last Supper . The exhibition is the first to explore Robert Lehman's significant activity as a 20th-century collector by highlighting the full range of his vast and distinguished drawings collection, which numbers more than 700 sheets. #MetMasterDrawings The exhibition is made possible by the Robert Lehman Foundation. Related Content "" The Final Days: Five Portraits from Leonardo to Matisse ,"" a Now at The Met blog post by Dita Amory, Curator in Charge, and Alison Mangues Nogueira, Associate Curator, the Robert Lehman Collection"
2018,Frederic Remington at The Met,"July 3, 2017–January 2, 2018",https://www.metmuseum.org/exhibitions/listings/2017/frederic-remington,"The legacy of the enduringly popular American artist Frederic Remington (1861–1909), chronicler par excellence of the American West, is presented through some 20 paintings, sculptures, works on paper, and illustrated books from the late 1880s until his death. Although he lived and worked on the East Coast, Remington traveled extensively. His insightful depictions of trappers, Native Americans, cavalry, scouts, and, above all, his archetypal cowboys are some of the most iconic images of the Old West. ""This well-chosen show splendidly attests to the enduring richness and vitality of [Remington's] legacy."" — Wall Street Journal The exhibition is made possible by the William Cullen Bryant Fellows. Related Content Read a Heilbrunn Timeline of Art History essay about the life and work of Frederic Remington. In this 82nd & Fifth episode , exhibition curator Thayer Tolles takes a close look at Remington's The Old Dragoons of 1850 ."
