Year,Title,Duration,URL,Description,Description_filtered
2018,David Hockney,"November 27, 2017–February 25, 2018",https://www.metmuseum.org/exhibitions/listings/2017/david-hockney,"For nearly 60 years, David Hockney (British, born 1937) has pursued a singular career with a love for painting and its intrinsic challenges. This major retrospective—the exhibition's only North American venue—honors the artist in his 80th year by presenting his most iconic works and key moments of his career from 1960 to the present. Working in a wide range of media with equal measures of wit and intelligence, Hockney has examined, probed, and questioned how to capture the perceived world of movement, space, and time in two dimensions. The exhibition offers a grand overview of the artist's achievements across all media, including painting, drawing, photography, and video. From his early experiments with modernist abstraction and mid-career experiments with illusion and realism, to his most recent, jewel-toned landscapes, Hockney has consistently explored the nature of perception and representation with both intellectual rigor and sheer delight in the act of looking. #Hockney Featured Media The Animals: Love Letters Between Christopher Isherwood and Don Bachardy Mickalene Thomas on David Hockney | Artists on Artworks ""Ravishing . . . a revelation"" — New Yorker ""Delightful, absorbing exhibition"" — New York Times ""One of the delights of the season"" — Washington Post The exhibition is made possible in part by The Horace W. Goldsmith Foundation, The Jay Pritzker Foundation, the Jane and Robert Carroll Fund, and the Aaron I. Fleischman and Lin Lougheed Fund. It is supported by an Indemnity from the Federal Council on the Arts and the Humanities. It is organized collaboratively by Tate Britain, London; the Centre Pompidou, Paris; and The Metropolitan Museum of Art, New York.",year bear pursue singular career love painting intrinsic challenge major retrospective exhibition only north american venue honor artist 80th year present most iconic work key moment career present work wide range medium equal measure wit intelligence examine probe question capture perceive world movement space time dimension exhibition offer grand overview artist achievement medium include painting drawing photography video early experiment modernist abstraction mid - career experiment illusion realism recent jewel tone landscape explore nature perception representation intellectual rigor sheer delight act look animal letter | revelation absorb exhibition delight season exhibition make possible part support indemnity organize
2018,"Range: Experiments in New York, 1961–2007","August 18, 2017–February 25, 2018",https://www.metmuseum.org/exhibitions/listings/2017/range-experiments-in-new-york,"This installation borrows its title from a series of drawings by Donald Moffett (born San Antonio, 1955) rendered in fudge on paper pierced with a bullet shot by his friend, Robert Beck (born Towson, Maryland, 1959). As a young artist who arrived in New York in the late 1970s, Moffett was inspired by more-established colleagues, including Alice Aycock, Lynda Benglis, and Elizabeth Murray, whose post-Minimalist work resonated with what he calls his ""fractured formalist impulses."" Taking this intergenerational artistic milieu as its point of departure, this exhibition brings together works by artists whose output subverts a rigorous formalism through references to subjectivity, narrative, and process. ",installation borrow title series drawing bear render fudge paper pierce bullet shot friend bear young artist arrive late 1970 inspire establish colleague include post - minimalist work resonate call fractured formalist impulse take intergenerational artistic milieu point departure exhibition bring work artist output subvert rigorous formalism reference subjectivity narrative process
2018,Michelangelo: Divine Draftsman and Designer,"November 13, 2017–February 12, 2018",https://www.metmuseum.org/exhibitions/listings/2017/michelangelo,"Michelangelo Buonarroti (1475–1564), a towering genius in the history of Western art, is the subject of this once-in-a-lifetime exhibition. During his long life, Michelangelo was celebrated for the excellence of his disegno , the power of drawing and invention that provided the foundation for all the arts. For his mastery of drawing, design, sculpture, painting, and architecture, he was called Il Divino (""the divine one"") by his contemporaries. His powerful imagery and dazzling technical virtuosity transported viewers and imbued all of his works with a staggering force that continues to enthrall us today. This exhibition presents a stunning range and number of works by the artist: 133 of his drawings, three of his marble sculptures, his earliest painting, his wood architectural model for a chapel vault, as well as a substantial body of complementary works by other artists for comparison and context. Among the extraordinary international loans are the complete series of masterpiece drawings he created for his friend Tommaso de' Cavalieri and a monumental cartoon for his last fresco in the Vatican Palace. Selected from 50 public and private collections in the United States and Europe, the exhibition examines Michelangelo's rich legacy as a supreme draftsman and designer. #MetMichelangelo Accompanied by a catalogue by the organizing curator of the exhibition, Carmen C. Bambach—an authoritative volume that examines the Renaissance master as ""the divine draftsman and designer"" whose work, according to Giorgio Vasari, embodied the unity of the arts. Featured Media ""The must-see show of the season … an art historical tour de force"" — New York Times ""A stupendous metaphysical-visual exhalation … Just go."" — New York Magazine ""A magnificent show"" — New Yorker ""This is the show of the year."" — Observer ""Contains more masterpieces-per-foot than we might ever see in New York again"" — WNYC ""Monumental"" — Village Voice ""Brilliantly curated by Carmen Bambach ... this is likely the finest show on the artist any of us will ever see."" — New York Review of Books The exhibition is made possible by Additional support is provided by an anonymous donor, the Gail and Parker Gilbert Fund, the Diane W. and James E. Burke Fund, Dinah Seiver and Thomas E. Foster, Cathrin M. Stickney and Mark P. Gorenberg, Ann M. Spruill and Daniel H. Cantwell, and the Mark Pigott KBE Family. It is supported by an Indemnity from the Federal Council on the Arts and the Humanities. The catalogue is made possible by the Drue E. Heinz Fund. Additional support is provided by the Wolfgang Ratjen Stiftung, Liechtenstein. Related Content On Now at The Met , exhibition curator Carmen C. Bambach highlights two of the works on view and discusses Michelangelo's hands-on approach to selecting the marble used in his sculptures. In this interview , Publishing and Marketing Assistant Rachel High speaks with Carmen C. Bambach about the exhibition catalogue, the power of Michelangelo's drawings, and the artist's savvy shaping of his own history. Research Assistant Jeffrey Fraiman sits down with scholar James M. Saslow for a Now at The Met interview to discuss Michelangelo's practice as a poet, the meaning of his gift drawings, and the study of the artist's homoeroticism since his death in 1564. Associate Curator Femke Speelberg recounts the interesting tale of a painting based on a cartoon by Michelangelo (the latter of which is featured in this exhibition) that was almost given away by raffle in 1735.",tower genius history western art subject lifetime exhibition long life celebrate excellence disegno power drawing invention provide foundation art mastery drawing design sculpture painting architecture call divine contemporary powerful imagery dazzle technical virtuosity transport viewer imbue work staggering force continue enthrall today exhibition present stunning range number work artist drawing marble sculpture early painting wood architectural model chapel vault substantial body complementary work other artist comparison context extraordinary international loan complete series masterpiece drawing create friend de monumental cartoon last fresco select public private collection exhibition examine rich legacy supreme draftsman designer accompany catalogue organize curator exhibition authoritative volume examine master divine draftsman designer work accord embody unity art feature medium see show season art historical tour force stupendous metaphysical visual exhalation go magnificent show show year contain more masterpiece foot see curate likely fine show artist see exhibition make possible additional support provide anonymous donor support indemnity catalogue make possible additional support provide related exhibition curator highlight work view discuss hand approach select marble use sculpture interview speak exhibition catalogue power drawing artist savvy shaping own history sit scholar interview discuss practice poet meaning gift drawing study artist homoeroticism death associate recount interesting tale painting base cartoon latter feature exhibition give raffle
2018,Selections from the Department of Drawings and Prints: Lagoons to Monsoons,"November 21, 2017–February 5, 2018",https://www.metmuseum.org/exhibitions/listings/2017/drawings-and-prints-november-rotation,"The Department of Drawings and Prints boasts more than one million drawings, prints, and illustrated books made in Europe and the Americas from around 1400 to the present day. Because of their number and sensitivity to light, the works can only be exhibited for a limited period and are usually housed in on-site storage facilities. To highlight the vast range of works on paper, the department organizes four rotations a year in the Robert Wood Johnson, Jr. Gallery. Each installation is the product of a collaboration among curators and consists of up to 100 objects grouped by artist, technique, style, period, or subject. This installation features a selection of prints illustrating the lavish festivities and ceremonies celebrated in Venice, a city that always been intimately tied to the sea; portraits of artists by Spaniards, including Francisco Goya (1746–1828) and Pablo Picasso (1881–1973), which reveal the great variety of ways these artists approached their sitters; a focused look at canceled printing plates; a group of poetic British landscape drawings and watercolors selected to elucidate a new acquisition, Sabrina , by Samuel Palmer (1805–1881); British and American watercolors and color woodcuts focused on dramatic skies by John Constable (1776–1837), David Cox (1783–1859), and Arthur Wesley Dow (1857–1922); drawings made by British artists who worked in India during the East India Company period (before 1874); and works by contemporary artists that deal with the environment, both natural and man-made, often in the face of rapidly shifting conditions. Related Content In this Now at The Met blog post , Associate Curator Jennifer Farrell highlights a selection of works on view in this installation that show artists using various techniques and materials to depict ways in which our environment is under assault. Read an assortment of blog posts that discuss works from the exhibitions and permanent collection of the Department of Drawings and Prints.",boast more drawing print illustrate book make present day number sensitivity light work exhibit limited period house site storage facility highlight vast range work paper department organize rotation year installation product collaboration curator consist object group artist technique style period subject installation feature selection print illustrate lavish festivity ceremony celebrate city tie sea portrait artist include reveal great variety way artist approach sitter focused look cancel printing plate group poetic british landscape drawing watercolor select elucidate new acquisition british american watercolor color woodcut focus dramatic sky drawing make british artist work period work contemporary artist deal environment natural man make face shift condition related blog post highlight selection work view installation show artist use various technique material depict way environment assault read assortment blog post discuss work exhibition permanent collection
2018,Edvard Munch: Between the Clock and the Bed,"November 15, 2017–February 4, 2018",https://www.metmuseum.org/exhibitions/listings/2017/edvard-munch,"Norwegian artist Edvard Munch (1863–1944) attained fame early in his career for his depictions of human anxiety. Throughout his career, Munch regularly revisited subjects from his earlier years, exploring them with renewed inspiration and intensity over time. Self-Portrait: Between the Clock and the Bed (1940–43) was one of his final such works and it serves as a lens to reassess Munch's oeuvre. This exhibition features 43 of the artist's landmark compositions created over a span of six decades, including 16 self-portraits and works that have never before been seen in the United States. More than half of the works on view were part of Munch's personal collection and remained with him throughout his life. #MetMunch Featured Media ""An illuminating exhibition that . . . teases out a fresh set of considerations regarding [Munch's] vision."" — New Criterion The exhibition is made possible by Leonard A. Lauder. It is supported by an Indemnity from the Federal Council on the Arts and the Humanities. It is organized by The Metropolitan Museum of Art, New York; the San Francisco Museum of Modern Art; and The Munch Museum, Oslo. The catalogue is made possible by The Andrew W. Mellon Foundation.",norwegian artist attain fame career depiction human anxiety career revisit subject early year explore renew inspiration intensity time self final such work serve lens reassess oeuvre exhibition feature artist landmark composition create span decade include self portrait work see More half work view part personal collection remain life feature medium illuminate exhibition tease fresh set consideration regard vision exhibition make possible support indemnity organize catalogue make possible
2018,Rodin at The Met,"September 16, 2017–February 4, 2018",https://www.metmuseum.org/exhibitions/listings/2017/rodin,"On the centenary of the death of Auguste Rodin (1840–1917), The Metropolitan Museum of Art celebrates its historic collection of the artist's work. Nearly 50 marbles, bronzes, plasters, and terracottas by Rodin, representing more than a century of acquisitions and gifts to the Museum, are displayed in the newly installed and refurbished B. Gerald Cantor Sculpture Gallery (gallery 800). The exhibition features iconic sculptures such as The Thinker and The Hand of God , as well as masterpieces such as The Tempest that have not been on view in decades. Paintings from The Met collection by some of Rodin's most admired contemporaries, including his friends Claude Monet (1840–1926) and Pierre Puvis de Chavannes (1824–1898), are presented in dialogue with the sculptures on display. The extraordinary range of The Met's holdings of Rodin's work is highlighted in an adjacent gallery (gallery 809) with a selection of drawings, prints, letters, and illustrated books, as well as photographs of the master sculptor and his art. This focused presentation introduces visitors to the evolution of Rodin's draftsmanship and demonstrates the essential role of drawing in his practice. It also addresses Rodin's engagement with photographers, especially Edward Steichen (1879–1973), who served as a key intermediary in bringing Rodin's drawings to New York. #RodinatTheMet Featured Media The exhibition is made possible by the Iris & B. Gerald Cantor Foundation. Now at The Met Read a blog series on Auguste Rodin at Now at The Met . Heilbrunn Timeline of Art History Read an essay on Auguste Rodin on the Heilbrunn Timeline of Art History.",centenary death celebrate historic collection artist work marble bronze plaster terracotta represent more century acquisition gift display instal refurbish gallery exhibition feature iconic sculpture such masterpiece such view decade painting collection admired contemporary include friend present dialogue sculpture display extraordinary range holding work highlight adjacent gallery gallery selection drawing print letter illustrate book photograph master sculptor art focus presentation introduce visitor evolution draftsmanship demonstrate essential role draw practice address engagement photographer serve key intermediary bring drawing medium exhibition make possible blog series history Read essay
2018,Japanese Bamboo Art: The Abbey Collection,"June 13, 2017–February 4, 2018",https://www.metmuseum.org/exhibitions/listings/2017/japanese-bamboo-art,"Featuring works of Japanese bamboo art dating from the late 19th century to the present—the period when basketry in Japan became recognized as an art form that transcends ""craft""—this loan exhibition showcases more than 80 bamboo baskets and sculptures created by accomplished artists, including all six masters who have received the designation ""Living National Treasure."" Highlighting key stages in the modern history of Japanese bamboo art, the exhibition is drawn from the Abbey Collection, one of the finest private collections of Japanese baskets and bamboo sculpture; most of the works have never before been presented in public. More than 70 of these remarkable objects—promised gifts to The Met from long-time New York residents Diane and Arthur Abbey—will become part of the Museum's collection, bringing added depth to its already incomparable holdings in Asian art and allowing the Museum to tell the modern history of Japanese basketry from the 1880s through the present. Complementing the bamboo works from the Abbey Collection is a lavish selection of hanging scroll and screen paintings and decorative arts, all from The Met's holdings, that explores the bamboo motif along with related themes such as ikebana (flower arranging) and the tea ceremony. #MetBamboo Featured Media ""... a feat of orchestration"" — New York Times The exhibition and accompanying Bulletin are made possible by Diane and Arthur Abbey. Ikebana arrangements were created by the Ikebana International New York Chapter. Special thanks to Judith S. Hata and Hazue Tamura-Rogers from the Sogetsu School, and Beverly Hashimoto from the Ohara School.",feature work japanese bamboo art date late 19th century present period basketry recognize art form transcend loan exhibition showcase more bamboo basket sculpture create accomplished artist include master receive designation highlight key stage modern history japanese bamboo art exhibition draw fine private collection japanese basket bamboo sculpture most work present public More remarkable object promise gift long time resident become part collection bring add depth incomparable holding asian art allow tell modern history japanese basketry 1880 present complement bamboo work lavish selection hang scroll screen painting decorative art holding explore bamboo motif related theme such flower arrange tea ceremony medium feat orchestration exhibition accompany make possible arrangement create chapter special thank
2018,Sol LeWitt:Wall Drawing #370,"June 30, 2014–January 28, 2018",https://www.metmuseum.org/exhibitions/listings/2014/sol-lewitt,"Sol LeWitt (American, 1928–2007) executed drawings by hand throughout his life; in 1968 he extricated his work from the confines of the frame and transferred it directly to the wall. The wall compositions were designed for limited duration and maximum flexibility within a broad range of architectural settings. Initially executed by drafters, these works in their finished state were most often slated for destruction. A seminal practitioner of Conceptual Art, LeWitt emphasized the creative idea that generates a work of art, as opposed to the work's material existence. ""For each work of art that becomes physical,"" he wrote, ""there are many variations that do not."" Sol LeWitt's 1982 Wall Drawing #370: Ten Geometric Figures (including right triangle, cross, X, diamond) with three-inch parallel bands of lines in two directions was installed at the Museum over a period of four weeks. The drawing will be on view in its complete state through January 28, 2018, when it will be painted over. The loan of Wall Drawing #370 is courtesy of The Estate of Sol LeWitt. The installation is made possible by The Modern Circle.",execute drawing hand life extricate work confine frame transfer wall wall composition design limited duration maximum flexibility broad range architectural setting execute drafter work finished state slate destruction seminal practitioner emphasize creative idea generate work art oppose work material existence work art become physical write be many variation do figure include right triangle cross diamond inch parallel band line direction instal period week drawing view complete state paint loan courtesy installation make possible
2018,"Delirious: Art at the Limits of Reason, 1950–1980","September 13, 2017–January 14, 2018",https://www.metmuseum.org/exhibitions/listings/2017/delirious,"Delirious times demand delirious art, or so this exhibition proposes. The years between 1950 and 1980 were beset by upheaval. Around the globe, military conflict proliferated and social and political unrest flared. Disenchantment with an oppressive rationalism mounted, as did a corollary interest in fantastic, hallucinatory experiences. Artists responded to these developments by incorporating absurdity, disorder, nonsense, disorientation, and repetition into their work. In the process, they destabilize space and perception, give form to extreme mental, emotional, and physical states, and derange otherwise logical structures and techniques. Delirious explores the embrace of irrationality among American, Latin American, and European artists. Divided into four sections—Vertigo, Excess, Nonsense, and Twisted—this exhibition showcases roughly 100 works of art by 62 artists, including Antonio Berni, Dara Birnbaum, Tony Conrad, Hanne Darboven, Dean Fleming, Nancy Grossman, Philip Guston, Eva Hesse, Alfred Jensen, Yayoi Kusama, Sol LeWitt, Darcílio Lima, Lee Lozano, Anna Maria Maiolino, Ana Mendieta, Bruce Nauman, Jim Nutt, Hélio Oiticica, Claes Oldenburg, Abraham Palatnik, Howardena Pindell, Peter Saul, Mira Schendel, Carolee Schneemann, Paul Sharits, Robert Smithson, Nancy Spero, Paul Thek, and Stan VanDerBeek. About a third of the exhibition is drawn from The Met collection. Linked by a common distrust of reason, the featured works alternately simulate and stimulate delirium, straining the limits of both legibility and intelligibility. Ultimately, the exhibition asks if it is possible to understand a good deal of postwar art, even seemingly rational art, as an exercise in calculated lunacy. #DeliriousMet #MetBreuer Featured Media Conversation on Delirious Art and Times ""Restless, daring show ... a nervy multimedia survey of postwar art."" — New York Times The catalogue is made possible by the Antoinette Kraushaar Fund and Marsha and Jeffrey Perelman. Now at The Met In this Now at The Met interview , Publishing and Marketing assistant Rachel High discusses forms of delirium in art with exhibition curator Kelly Baum.",delirious time demand delirious art exhibition propose year beset upheaval globe military conflict proliferate social political unrest flare disenchantment oppressive rationalism mount do corollary interest fantastic hallucinatory experience artist respond development incorporate absurdity disorder nonsense disorientation repetition work process destabilize space perception give form extreme mental emotional physical state derange logical structure technique delirious explore embrace irrationality latin european artist divide section exhibition showcase work art artist include third exhibition draw collection link common distrust reason feature work simulate stimulate delirium strain limit legibility intelligibility exhibition ask possible understand good deal postwar art rational art exercise calculated lunacy delirious daring show nervy multimedia survey postwar art catalogue make possible interview assistant discuss form delirium art exhibition curator
2018,World War I and the Visual Arts,"July 31, 2017–January 7, 2018",https://www.metmuseum.org/exhibitions/listings/2017/world-war-i,"Organized to commemorate the anniversary of World War I, this exhibition focuses on the impact of the war on the visual arts. Moving chronologically from its outbreak to the decade after the armistice, World War I and the Visual Arts highlights the diverse ways artists represented the horrors of modern warfare. The works on view reflect a variety of responses, ranging from nationalist enthusiasm to a more somber reflection on the carnage and mass devastation that resulted. The exhibition, drawn mainly from the collection of The Met and supplemented with select loans, includes prints, drawings, photographs, illustrated books, posters, periodicals, World War I trading cards from the Museum's celebrated Burdick Collection , and other documentary material. This exhibition reveals how artists—including Otto Dix, C.R.W. Nevinson, George Grosz, Käthe Kollwitz, Fernand Léger, Gino Severini, and Edward Steichen—reflected a myriad of styles, approaches, ideologies, and mediums in response to the war and how it influenced modern art. Featured Media World War I and Contemporary Art The exhibition is made possible by The Schiff Foundation. Education programs are made possible by the General Delegation of the Government of Flanders to the USA. The Met's quarterly Bulletin program is supported in part by the Lila Acheson Wallace Fund for The Metropolitan Museum of Art, established by the cofounder of Reader's Digest . Related Content Explore the artists, themes, and works on view in the exhibition in this Now at The Met blog series written by exhibition curator Jennifer Farrell and guest authors. Learn about the role of Bashford Dean—a former curator in The Met's Department of Arms and Armor—in the development of helmets and body armor during World War I in this Heilbrunn Timeline of Art History essay and Now at The Met blog series .",organize commemorate anniversary exhibition focus impact war visual art move outbreak decade armistice highlight diverse way artist represent horror modern warfare work view reflect variety response range nationalist enthusiasm somber reflection carnage mass devastation result exhibition draw collection supplement select loan include print drawing photograph illustrate book poster periodical trade card celebrated other documentary material exhibition reveal artist include reflect myriad style approach ideology medium response war influence modern art feature exhibition make possible education program make possible quarterly program support part establish cofounder related artist theme work view exhibition blog series write exhibition curator guest author learn role former curator development helmet body armor history essay blog series
2018,Christmas Tree and Neapolitan Baroque Crèche,"November 21, 2017–January 7, 2018",https://www.metmuseum.org/exhibitions/listings/2017/christmas-tree,"The Met continues a longstanding holiday tradition with the presentation of its Christmas tree, a favorite of both New Yorkers and visitors from around the world. The magnificently lit, twenty-foot blue spruce looms over a vivid eighteenth-century Neapolitan Nativity scene, enshrined in an abundant array of lifelike figures with silk-robed angels hovering above. The scene describes in detail the Mediterranean harbor town's multicultural society. The installation is set in front of the eighteenth-century Spanish choir screen from the Cathedral of Valladolid in the Museum's Medieval Sculpture Hall. Recorded Christmas music adds to the enjoyment of the holiday display. Please note: There are no tree-lighting ceremonies scheduled this year due to the European Paintings Skylights Project . However, seasonal music will continue to be played in the gallery throughout the installation. #MetChristmasTree The exhibit of the crèche is made possible by gifts to The Christmas Tree Fund and the Loretta Hines Howard Fund. Celebrating the Holidays at The Met: Five Things to Know Before your visit, learn more about our beloved Christmas tree presentation and the other festive installations on view this season in this Now at The Met article .",continue longstanding holiday tradition presentation tree favorite visitor world light foot blue spruce loom vivid eighteenth century scene enshrine abundant array lifelike figure silk robe angel hover scene describe detail harbor town multicultural society installation set front eighteenth century spanish choir screen record music add enjoyment holiday display note be tree light ceremony schedule year seasonal music continue play gallery installation exhibit crèche make possible gift celebrate thing know visit learn more beloved tree presentation other festive installation view season article
2018,Leonardo to Matisse: Master Drawings from the Robert Lehman Collection,"October 4, 2017–January 7, 2018",https://www.metmuseum.org/exhibitions/listings/2017/leonardo-to-matisse,"This exhibition traces the development of European drawing from the Renaissance to the early 20th century through works by celebrated masters such as Leonardo da Vinci, Dürer, Rembrandt, Tiepolo, Ingres, Seurat, and Matisse. Approximately 60 drawings from the Museum's acclaimed Robert Lehman Collection present a dynamic array of styles, techniques, and genres—from panoramic landscapes and compositional studies for mythological and biblical narratives to arresting studies of the human form. The selection illustrates different facets of the artists' creative processes—from Leonardo's keen anatomical observation in his Study of a Bear , to Dürer's awakening self-consciousness as an artist in his Self-Portrait study, to Rembrandt's reinterpretation of Leonardo's painted masterpiece, The Last Supper . The exhibition is the first to explore Robert Lehman's significant activity as a 20th-century collector by highlighting the full range of his vast and distinguished drawings collection, which numbers more than 700 sheets. #MetMasterDrawings The exhibition is made possible by the Robert Lehman Foundation. Related Content "" The Final Days: Five Portraits from Leonardo to Matisse ,"" a Now at The Met blog post by Dita Amory, Curator in Charge, and Alison Mangues Nogueira, Associate Curator, the Robert Lehman Collection",exhibition trace development european drawing early 20th century work celebrate master such drawing acclaim present dynamic array style technique genre panoramic landscape compositional study mythological biblical narrative arrest study human form selection illustrate different facet artist creative process keen anatomical observation study awakening self consciousness artist study reinterpretation paint masterpiece last supper exhibition first explore significant activity 20th century collector highlight full range vast distinguished drawing collection number more sheet metmasterdrawing exhibition make possible related day portrait blog post
2018,Frederic Remington at The Met,"July 3, 2017–January 2, 2018",https://www.metmuseum.org/exhibitions/listings/2017/frederic-remington,"The legacy of the enduringly popular American artist Frederic Remington (1861–1909), chronicler par excellence of the American West, is presented through some 20 paintings, sculptures, works on paper, and illustrated books from the late 1880s until his death. Although he lived and worked on the East Coast, Remington traveled extensively. His insightful depictions of trappers, Native Americans, cavalry, scouts, and, above all, his archetypal cowboys are some of the most iconic images of the Old West. ""This well-chosen show splendidly attests to the enduring richness and vitality of [Remington's] legacy."" — Wall Street Journal The exhibition is made possible by the William Cullen Bryant Fellows. Related Content Read a Heilbrunn Timeline of Art History essay about the life and work of Frederic Remington. In this 82nd & Fifth episode , exhibition curator Thayer Tolles takes a close look at Remington's The Old Dragoons of 1850 .",legacy popular american artist present painting sculpture work paper illustrate book late 1880 death live work travel insightful depiction trapper cavalry scout archetypal cowboy iconic image choose show attest endure richness vitality legacy exhibition make possible related Read history essay life work episode exhibition curator take close look
2018,Modernism on the Ganges: Raghubir Singh Photographs,"October 11, 2017–January 2, 2018",https://www.metmuseum.org/exhibitions/listings/2017/raghubir-singh-photographs,"Raghubir Singh (1942–1999) was a pioneer of color street photography who worked and published prolifically from the late 1960s until his death in 1999 at age 56. Born into an aristocratic family in Rajasthan, he lived in Hong Kong, Paris, London, and New York—but his eye was perpetually drawn back to his native India. This retrospective exhibition situates Singh's photographic work at the intersection of Western modernism and traditional South Asian modes of picturing the world. It features 85 photographs by Singh in counterpoint with works by his contemporaries—friends, collaborators, fellow travelers—as well as examples of the Indian court painting styles that inspired him. The exhibition traces the full trajectory of Singh's career from his early work as a photojournalist in the late 1960s through his last unpublished projects of the late 1990s. Using a handheld camera and color slide film, he recorded India's dense milieu in complex frieze-like compositions teeming with incident, fractured by reflections, and pulsating with opulent color. Singh embraced color as part of a continuous Indian aesthetic tradition that reaches back to the miniature paintings of the Mughal period. He was also deeply influenced by the work of Henri Cartier-Bresson (whom he met in Jaipur in 1966), Bengali filmmaker Satyajit Ray, and American street photographers such as William Gedney and Lee Friedlander. As he traveled along his own artistic path, Singh forged a distinctively Indian style of modernist photography that stands, as he put it, ""on the Ganges side of modernism."" #RaghubirSingh Featured Media Performance The exhibition is made possible by Nita and Mukesh Ambani and the Reliance Foundation. It is organized by The Metropolitan Museum of Art with the cooperation of Succession Raghubir Singh. The catalogue is made possible by the Samuel I. Newhouse Foundation, Inc.",pioneer color street photography work publish late 1960 death age bear aristocratic family live eye draw native retrospective exhibition situate photographic work intersection western modernism traditional south asian mode picture world feature photograph counterpoint work contemporary friend collaborator fellow traveler example indian court painting style inspire exhibition trace full trajectory career early work photojournalist late 1960 last unpublished project late 1990 use handheld camera color slide film record dense milieu complex frieze like composition teem incident fracture reflection pulsate opulent color embrace color part continuous indian aesthetic tradition reach miniature painting period influence work meet filmmaker american street photographer such travel own artistic path forge indian style modernist photography stand put side modernism feature exhibition make possible organize cooperation catalogue make possible
2018,Selections from the Collection of Jefferson R. Burdick,"June 27, 2017–January 2, 2018",https://www.metmuseum.org/exhibitions/listings/2017/burdick-collection-may-rotation,"The Burdick collection of baseball cards constitutes an integral part of The Metropolitan Museum of Art's collection of ephemera and tells the history of popular printmaking in the United States. In 1947, after having approached A. Hyatt Mayor, the Museum's curator of prints and photographs, the Syracuse electrician Jefferson R. Burdick (1900–1963) began to donate his entire collection of over 30,000 baseball cards in large batches, along with another 303,000 trade cards, postcards, and posters, to the Museum. The baseball cards collected by Burdick date from 1887 to 1962 and represent the most comprehensive collection outside of the Baseball Hall of Fame in Cooperstown, New York. The cards on view illustrate the history of baseball from the dead-ball era at the turn of the 19th century through the golden age and modern era of the sport. The baseball cards document the sport through various types of media—from lithography to photography—and imagery illustrating legends as well as the lesser-known players, owners, and teams that have contributed to the history of the game.",collection baseball card constitute integral part collection ephemera tell history popular printmaking approach curator print photograph electrician begin donate entire collection baseball card large batch trade card postcard poster baseball card collect date represent comprehensive collection card view illustrate history baseball dead ball era turn 19th century golden age modern era sport baseball card document sport various type medium lithography photography imagery illustrate legend know player owner team contribute history game
2019,In Praise of Painting: Dutch Masterpieces at The Met,"October 16, 2018–September 17, 2023",https://www.metmuseum.org/exhibitions/in-praise-of-painting-dutch-masterpieces,"Dutch paintings of the seventeenth century—the Golden Age of Rembrandt, Hals, and Vermeer—have been a highlight of The Met collection since the Museum's founding purchase in 1871. This exhibition brings together some of the Museum's greatest paintings to present this remarkable chapter of art history in a new light. Through sixty-seven works of art organized thematically,In Praise of Paintingorients visitors to key issues in seventeenth-century Dutch culture—from debates about religion and conspicuous consumption to painters' fascination with the domestic lives of women. The exhibition provides a fresh perspective on the canon and parameters of the Dutch Golden Age by uniting paintings from Benjamin Altman's bequest, the Robert Lehman Collection, and the Jack and Belle Linsky Collection. Works typically displayed separately in the Museum's galleries—such as Rembrandt'sGerard de Lairesseand Lairesse's ownApollo and Aurora—are presented side by side, producing a visually compelling narrative about the tensions between realism and idealism during this period. The presentation also provides the opportunity to conserve and display rarely exhibited paintings, including Margareta Haverman'sA Vase of Flowers—one of only two known paintings by the artist and the only painting by an early modern Dutch woman currently in The Met collection. The exhibition takes its title from one of the period's major works of art theory, Philips Angel'sThe Praise of Painting(1642), a pioneering defense of realism in art. Accompanied by anAudio Guide. #MetDutchMasterpieces The exhibition is made possible by the HATA Foundation Fund. TheAudio Guidefor this exhibition explores the enduring appeal of Dutch paintings of the seventeenth century. Hear from experts in diverse fields about how these artworks inspire them: a poet muses on still lifes and hidden truths, a cinematographer meditates on stories told with light, and a Dutch florist rearranges the fiction of floral arrangements.",dutch painting seventeenth century highlight collection found purchase exhibition bring great painting present remarkable chapter art history new light work art organize praise visitor key issue seventeenth century dutch culture debate religion conspicuous consumption painter fascination domestic life woman exhibition provide fresh perspective canon parameter unite painting bequest work display gallery such ownapollo present side side produce compelling narrative tension realism idealism period presentation provide opportunity conserve display exhibit painting include know painting artist only painting early modern dutch woman collection exhibition take title period major work art theory praise Painting(1642 pioneering defense realism art accompany anaudio metdutchmasterpiece exhibition make possible exhibition explore endure appeal dutch painting seventeenth century hear expert diverse field artwork inspire poet muse life hidden truth cinematographer meditate story tell light dutch florist rearrange fiction floral arrangement
